Date,Open,High,Low,Close
10 02 2021,46420.42,46557.24,46052.52,46229.1
9 02 2021,46374.86,48142.19,44961.09,46420.42
8 02 2021,38795.69,46794.45,37988.89,46374.87
7 02 2021,39181.01,39700,37351,38795.69
6 02 2021,38289.32,40955.51,38215.94,39186.94
5 02 2021,36936.65,38310.12,36570,38290.24
4 02 2021,37620.26,38708.27,36161.95,36936.66
3 02 2021,35472.71,37662.63,35362.38,37618.87
2 02 2021,33517.09,35984.33,33418,35466.24
1 02 2021,33092.97,34717.27,32296.16,33526.37
31 01 2021,34262.89,34342.69,32171.67,33092.98
30 01 2021,34246.28,34933,32825,34262.88
29 01 2021,33368.18,38531.9,31915.4,34252.2
28 01 2021,30362.19,33783.98,29842.1,33364.86
27 01 2021,32464.01,32557.29,29241.72,30366.15
26 01 2021,32254.19,32921.88,30837.37,32467.77
25 01 2021,32259.45,34875,31910,32254.2
24 01 2021,32078,33071,30900,32259.9
23 01 2021,32950,33456,31390.16,32078
22 01 2021,30851.99,33826.53,28850,32945.17
21 01 2021,35468.23,35600,30071,30850.13
20 01 2021,35901.94,36415.31,33400,35468.23
19 01 2021,36622.46,37850,35844.06,35891.49
18 01 2021,35824.99,37469.83,34800,36631.27
17 01 2021,35994.98,36852.5,33850,35828.61
16 01 2021,36737.43,37950,35357.8,35994.98
15 01 2021,39145.21,39747.76,34408,36742.22
14 01 2021,37371.38,40100,36701.23,39144.5
13 01 2021,34049.15,37850,32380,37371.38
12 01 2021,35410.37,36628,32531,34051.24
11 01 2021,38150.02,38264.74,30420,35404.47
10 01 2021,40088.22,41350,35111.11,38150.02
9 01 2021,40586.96,41380,38720,40088.22
8 01 2021,39432.48,41950,36500,40582.81
7 01 2021,36769.36,40365,36300,39432.28
6 01 2021,33949.53,36939.21,33288,36769.36
5 01 2021,31989.75,34360,29900,33949.53
4 01 2021,33000.05,33600,28130,31988.71
3 01 2021,32176.45,34778.11,31962.99,33000.05
2 01 2021,29331.7,33300,28946.53,32178.33
1 01 2021,28923.63,29600,28624.57,29331.69
31 12 2020,28875.55,29300,27850,28923.63
30 12 2020,27385,28996,27320,28875.54
29 12 2020,27079.42,27410,25880,27385
28 12 2020,26281.54,27500,26101,27079.41
27 12 2020,26493.4,28422,25700,26281.66
26 12 2020,24712.47,26867.03,24500,26493.39
25 12 2020,23728.99,24789.86,23433.6,24712.47
24 12 2020,23232.39,23794.43,22703.42,23729.2
23 12 2020,23810.79,24100,22600,23232.76
22 12 2020,22719.88,23837.1,22353.4,23810.79
21 12 2020,23455.54,24102.77,21815,22719.71
20 12 2020,23821.6,24295,23060,23455.52
19 12 2020,23107.39,24171.47,22750,23821.61
18 12 2020,22797.15,23285.18,22350,23107.39
17 12 2020,21335.52,23800,21230,22797.16
16 12 2020,19426.43,21560,19278.6,21335.52
15 12 2020,19273.69,19570,19050,19426.43
14 12 2020,19174.99,19349,19000,19273.14
13 12 2020,18808.69,19411,18711.12,19174.99
12 12 2020,18036.53,18948.66,18020.7,18808.69
11 12 2020,18254.81,18292.73,17572.33,18036.53
10 12 2020,18541.29,18557.32,17911.12,18254.63
9 12 2020,18324.11,18639.57,17650,18541.28
8 12 2020,19166.9,19294.84,18200,18324.11
7 12 2020,19358.67,19420.91,18902.88,19166.9
6 12 2020,19147.66,19420,18857,19359.4
5 12 2020,18650.51,19177,18500,19147.66
4 12 2020,19422.34,19527,18565.31,18650.52
3 12 2020,19204.08,19598,18867.2,19421.9
2 12 2020,18764.96,19342,18330,19204.09
1 12 2020,19695.87,19888,18001.12,18764.96
30 11 2020,18185,19863.16,18184.99,19695.87
29 11 2020,17719.84,18360.05,17517,18184.99
28 11 2020,17139.53,17880.49,16865.56,17719.85
27 11 2020,17149.47,17457.62,16438.08,17139.52
26 11 2020,18718.83,18915.03,16188,17149.47
25 11 2020,19160,19484.21,18500.27,18719.11
24 11 2020,18368.01,19418.97,18018,19160.01
23 11 2020,18413.88,18766,18000,18368
22 11 2020,18703.8,18750,17610.86,18414.43
21 11 2020,18655.66,18965.9,18308.58,18703.8
20 11 2020,17802.81,18815.22,17740.04,18655.67
19 11 2020,17777.75,18179.8,17335.65,17802.82
18 11 2020,17659.38,18476.93,17214.45,17776.12
17 11 2020,16713.08,17858.82,16538,17659.38
16 11 2020,15957,16880,15864,16713.57
15 11 2020,16069.56,16180,15774.72,15957
14 11 2020,16320.04,16326.99,15670,16070.45
13 11 2020,16291.85,16480,15952.35,16320.7
12 11 2020,15684.25,16340.7,15440.64,16291.86
11 11 2020,15297.21,15965,15272.68,15684.24
10 11 2020,15328.41,15460,15072.46,15297.21
9 11 2020,15475.1,15840,14805.54,15328.41
8 11 2020,14818.3,15650,14703.88,15475.1
7 11 2020,15579.93,15753.52,14344.22,14818.3
6 11 2020,15590.02,15960,15166,15579.92
5 11 2020,14144.01,15750,14093.56,15590.02
4 11 2020,14023.53,14259,13525,14144.01
3 11 2020,13549.63,14066.11,13284.99,14023.53
2 11 2020,13761.49,13830,13195.05,13549.37
1 11 2020,13791,13895,13603,13761.5
31 10 2020,13560.1,14100,13411.5,13791
30 10 2020,13455.69,13669.98,13115,13560.1
29 10 2020,13266.4,13642.91,12920.77,13455.7
28 10 2020,13636.16,13859.48,12888,13266.4
27 10 2020,13052.15,13789.29,13019.87,13636.17
26 10 2020,13029.64,13238.81,12765,13052.19
25 10 2020,13111.73,13350,12888,13028.83
24 10 2020,12923.06,13166.73,12870,13111.73
23 10 2020,12968.84,13027.69,12720.08,12923.07
22 10 2020,12780.75,13185,12678.08,12968.52
21 10 2020,11910,13217.68,11886.95,12780.96
20 10 2020,11751.46,12038.38,11677.59,11909.99
19 10 2020,11503.14,11823.99,11407.96,11751.47
18 10 2020,11360.31,11505,11346.22,11503.14
17 10 2020,11319.24,11402.42,11255,11360.2
16 10 2020,11505.13,11541.15,11200,11319.32
15 10 2020,11417.89,11617.34,11250.83,11505.12
14 10 2020,11420.57,11547.98,11280,11417.89
13 10 2020,11528.24,11557,11300,11420.56
12 10 2020,11369.02,11720.01,11172,11528.25
11 10 2020,11293.22,11445,11221,11369.02
10 10 2020,11050.64,11491,11050.51,11293.22
9 10 2020,10925.44,11104.64,10829,11050.64
8 10 2020,10666.4,10950,10530.41,10925.57
7 10 2020,10599.65,10681.87,10546.17,10666.39
6 10 2020,10792.2,10800,10525,10599.66
5 10 2020,10666.62,10798,10615.64,10792.21
4 10 2020,10542.07,10696.87,10517.87,10666.63
3 10 2020,10570.4,10603.56,10496.46,10542.06
2 10 2020,10619.13,10664.64,10374,10570.4
1 10 2020,10776.59,10920,10437,10619.13
30 09 2020,10840.58,10849.34,10665.13,10776.59
29 09 2020,10696.11,10867.54,10635.87,10840.48
28 09 2020,10774.26,10950,10626,10696.12
27 09 2020,10728.59,10799,10594.82,10774.25
26 09 2020,10686.57,10820.94,10644.68,10728.6
25 09 2020,10736.33,10760.53,10556.24,10686.67
24 09 2020,10241.46,10795.24,10190.93,10736.32
23 09 2020,10529.61,10537.15,10136.82,10241.46
22 09 2020,10417.22,10572.71,10353,10529.61
21 09 2020,10920.28,10988.86,10296.35,10417.22
20 09 2020,11080.64,11080.64,10723,10920.28
19 09 2020,10933.4,11179.79,10887.37,11080.65
18 09 2020,10940,11038.03,10812.84,10933.39
17 09 2020,10954.01,11045.46,10745.83,10939.99
16 09 2020,10785.23,11093,10661.22,10954.01
15 09 2020,10671.77,10930.04,10606.48,10785.31
14 09 2020,10332.84,10750,10212.34,10671.77
13 09 2020,10440.67,10580.11,10200,10332.83
12 09 2020,10387.89,10477.97,10269.25,10440.92
11 09 2020,10336.86,10397.6,10200,10387.89
10 09 2020,10219.29,10483.35,10070.83,10336.87
9 09 2020,10126.66,10343,9981.01,10219.2
8 09 2020,10373.45,10438,9850,10126.65
7 09 2020,10255.89,10410.75,9875,10373.44
6 09 2020,10166.69,10347.14,9994.86,10256.2
5 09 2020,10446.25,10565.68,9825,10166.69
4 09 2020,10138.29,10627.05,9875.5,10446.25
3 09 2020,11388.54,11462.6,9960.8,10140.85
2 09 2020,11921.97,11954.57,11160.1,11388.54
1 09 2020,11649.51,12050.85,11515,11921.97
31 08 2020,11711.17,11800.77,11570,11649.51
30 08 2020,11465.84,11719,11458,11711.16
29 08 2020,11526.9,11580.02,11417.04,11465.84
28 08 2020,11330.38,11542.65,11276.89,11526.91
27 08 2020,11461.42,11592.2,11125,11330.38
26 08 2020,11318.42,11539.32,11244,11461.43
25 08 2020,11748.19,11767.85,11117.64,11318.42
24 08 2020,11648.12,11824.9,11585.09,11748.2
23 08 2020,11663.51,11718.07,11514.13,11648.13
22 08 2020,11531.23,11686,11376.81,11662.96
21 08 2020,11853.54,11878,11485.81,11531.34
20 08 2020,11754.38,11888,11668,11853.55
19 08 2020,11945.1,12020.08,11561,11754.59
18 08 2020,12281.15,12387.77,11817.93,11945.01
17 08 2020,11910.99,12468,11769.78,12281.13
16 08 2020,11852.4,11931.72,11686,11911
15 08 2020,11760.55,11980,11680,11852.4
14 08 2020,11779.77,11850,11634.03,11760.54
13 08 2020,11564.34,11792.96,11270.36,11780
12 08 2020,11392.09,11617.52,11150,11564.33
11 08 2020,11892.9,11935,11125,11392.08
10 08 2020,11681.69,12067.35,11450,11892.92
9 08 2020,11761.02,11797.11,11521.97,11681.68
8 08 2020,11594.36,11808.27,11512,11761.41
7 08 2020,11762.47,11909.94,11322,11594.23
6 08 2020,11744.91,11900,11562.5,11762.46
5 08 2020,11191.99,11780.93,11093,11744.91
4 08 2020,11219.68,11414.98,11000,11191.97
3 08 2020,11071.36,11473,10936,11219.81
2 08 2020,11801.17,12123.46,10518.5,11071.35
1 08 2020,11335.46,11861,11220,11801.17
31 07 2020,11099.79,11444,10960,11335.46
30 07 2020,11100.52,11170,10831,11099.61
29 07 2020,10906.27,11342.82,10812,11100.53
28 07 2020,11029.96,11242.23,10565,10906.27
27 07 2020,9931.54,11394.86,9917.21,11029.96
26 07 2020,9700.42,10111,9650,9931.54
25 07 2020,9538.1,9732.9,9513,9700.42
24 07 2020,9603.27,9637,9463.44,9537.8
23 07 2020,9518.16,9664,9440.33,9603.27
22 07 2020,9390,9544,9261,9518.16
21 07 2020,9160.78,9437.73,9152.8,9390
20 07 2020,9208.99,9221.52,9131,9160.78
19 07 2020,9170.3,9232.27,9101.35,9208.99
18 07 2020,9154.31,9219.3,9121.1,9170.28
17 07 2020,9133.72,9186.83,9089.81,9154.32
16 07 2020,9197.6,9226.15,9047.25,9133.72
15 07 2020,9255.85,9276.49,9160.57,9197.6
14 07 2020,9242.61,9279.54,9113,9255.85
13 07 2020,9303.31,9343.82,9200.89,9242.62
12 07 2020,9234.02,9345,9157.5,9302.75
11 07 2020,9288.34,9299.28,9178.25,9234.03
10 07 2020,9232.42,9317.48,9125,9288.34
9 07 2020,9436.06,9440.79,9160,9232.43
8 07 2020,9257.4,9470,9231,9436.06
7 07 2020,9342.47,9379.42,9203,9257.39
6 07 2020,9069.41,9375,9055.92,9344.2
5 07 2020,9135,9145.24,8893.03,9069.41
4 07 2020,9057.79,9190,9040.04,9135.46
3 07 2020,9086.54,9125,9037.47,9058.26
2 07 2020,9231.99,9261.96,8940,9086.54
1 07 2020,9138.08,9292,9080.1,9232
30 06 2020,9192.93,9205,9064.89,9138.55
29 06 2020,9116.16,9238,9024.67,9192.56
28 06 2020,9012,9191,8948.06,9116.35
27 06 2020,9162.21,9196.24,8833,9012
26 06 2020,9249.49,9298,9045.45,9162.21
25 06 2020,9298.33,9340,9009.69,9249.49
24 06 2020,9624.33,9670,9208,9296.49
23 06 2020,9685.69,9720,9577.03,9624.89
22 06 2020,9294.69,9780,9277.09,9685.69
21 06 2020,9358.95,9422,9281.54,9294.69
20 06 2020,9310.23,9395,9170.95,9358.95
19 06 2020,9386.32,9438.3,9215.79,9310.23
18 06 2020,9465.13,9489,9280,9386.32
17 06 2020,9526.97,9565,9236.61,9465.14
16 06 2020,9426.05,9589,9373.09,9525.59
15 06 2020,9342.1,9495,8910.45,9426.02
14 06 2020,9473.34,9480.99,9245,9342.1
13 06 2020,9464.96,9494.73,9351,9473.34
12 06 2020,9278.88,9557.12,9232.51,9465.13
11 06 2020,9885.22,9964,9113,9280.4
10 06 2020,9772.44,9992.72,9704.18,9885
9 06 2020,9782,9877,9570,9772.43
8 06 2020,9746.99,9800,9633,9782.01
7 06 2020,9666.85,9802,9372.46,9746.99
6 06 2020,9621.17,9735,9531.05,9666.3
5 06 2020,9788.14,9854.75,9581,9621.16
4 06 2020,9666.32,9881.63,9450,9789.06
3 06 2020,9518.02,9690,9365.21,9666.24
2 06 2020,10202.71,10228.99,9266,9518.04
1 06 2020,9448.27,10380,9421.67,10200.77
31 05 2020,9697.72,9700,9381.41,9448.27
30 05 2020,9426.6,9740,9331.23,9697.72
29 05 2020,9575.87,9605.26,9330,9427.07
28 05 2020,9204.07,9625.47,9110,9575.89
27 05 2020,8841,9225,8811.73,9204.07
26 05 2020,8900.35,9017.67,8700,8841.18
25 05 2020,8718.14,8979.66,8642.72,8900.35
24 05 2020,9179.01,9298,8700,8720.34
23 05 2020,9170,9307.85,9070,9179.15
22 05 2020,9067.51,9271,8933.52,9170
21 05 2020,9511.43,9578.47,8815,9068.65
20 05 2020,9775.13,9842,9326,9511.43
19 05 2020,9733.93,9897.21,9474,9775.53
18 05 2020,9681.11,9950,9464.23,9733.93
17 05 2020,9380.81,9888,9322.1,9680.04
16 05 2020,9315.96,9588,9220,9381.27
15 05 2020,9791.97,9845.62,9150,9316.42
14 05 2020,9309.35,9939,9256.76,9791.98
13 05 2020,8810.99,9398,8792.99,9309.37
12 05 2020,8562.04,8978.26,8528.78,8810.79
11 05 2020,8722.77,9168,8200,8561.52
10 05 2020,9539.1,9574.83,8117,8722.77
9 05 2020,9800.02,9914.25,9520,9539.4
8 05 2020,9986.3,10035.96,9705,9800.01
7 05 2020,9143.4,10067,9021,9986.4
6 05 2020,9021.36,9395,8906.21,9142.92
5 05 2020,8871.92,9118.58,8760,9021.83
4 05 2020,8894.15,8950,8522,8871.96
3 05 2020,8972.58,9200,8712,8894.16
2 05 2020,8825.67,9010,8753,8972.05
1 05 2020,8620,9059.18,8613.56,8826.96
30 04 2020,8778.58,9460,8401,8620
29 04 2020,7738.58,8952.89,7710.05,8778.57
28 04 2020,7773.51,7780,7659.12,7738.98
27 04 2020,7693.1,7792.02,7606,7774.62
26 04 2020,7539.03,7700,7480,7693.1
25 04 2020,7505,7705,7431.07,7538.67
24 04 2020,7483.96,7615.96,7388,7505
23 04 2020,7125.12,7738,7020,7482.39
22 04 2020,6841.36,7156.38,6818,7125.14
21 04 2020,6828.98,6940,6762,6841.37
20 04 2020,7121.4,7220,6751,6826.83
19 04 2020,7248.6,7266.15,7055.6,7120.74
18 04 2020,7026.78,7293.08,7014.4,7248.6
17 04 2020,7101.99,7148.12,6972.98,7027.55
16 04 2020,6621.25,7190,6468.27,7101.94
15 04 2020,6868.57,6933,6605,6621.24
14 04 2020,6838.04,6978,6754.28,6868.7
13 04 2020,6903.79,6903.79,6575,6837.91
12 04 2020,6876.84,7177,6780,6903.79
11 04 2020,6858.92,6944.3,6760,6876.83
10 04 2020,7283.54,7295.75,6739.98,6858.92
9 04 2020,7360.26,7371.92,7108.08,7283.54
8 04 2020,7197.32,7420,7150,7361.28
7 04 2020,7329.9,7459.69,7077,7197.32
6 04 2020,6772.78,7355.14,6765,7329.9
5 04 2020,6857.41,6895.54,6677.52,6772.78
4 04 2020,6732.97,6990.41,6650.01,6856.99
3 04 2020,6793.86,7048,6602.1,6734.1
2 04 2020,6643.36,7198,6551,6794.09
1 04 2020,6412.14,6679.94,6150.11,6642.92
31 03 2020,6394.45,6523.23,6321.4,6410.44
30 03 2020,5880.5,6599,5857.76,6394.38
29 03 2020,6236.65,6266,5866.56,5881.42
28 03 2020,6359.11,6360,6024,6236.65
27 03 2020,6737.27,6842.59,6261,6359.11
26 03 2020,6677.42,6780,6510,6737.36
25 03 2020,6744.69,6957.96,6450,6677.43
24 03 2020,6465.25,6833,6371.33,6744.72
23 03 2020,5816.05,6600,5688,6467.31
22 03 2020,6187.04,6407.87,5734.01,5816.19
21 03 2020,6204.57,6456.98,5860.02,6186.98
20 03 2020,6162.05,6900,5670,6208.36
19 03 2020,5393.26,6400,5252.53,6162.37
18 03 2020,5312.64,5436.17,5009.37,5393.04
17 03 2020,5028.86,5525,4921.45,5312.64
16 03 2020,5360.33,5365.42,4442.12,5028.97
15 03 2020,5172.48,5940,5093.1,5361.3
14 03 2020,5576.05,5640.52,5055.13,5172.06
13 03 2020,4800.01,5955,3782.13,5578.6
12 03 2020,7934.58,7966.17,4410,4800
11 03 2020,7894.57,7980,7590,7934.52
10 03 2020,7929.87,8149,7728.01,7894.56
9 03 2020,8034.76,8179.31,7632.01,7929.87
8 03 2020,8885.25,8886.76,8000,8033.31
7 03 2020,9130.89,9188,8835,8886.66
6 03 2020,9054.64,9170,8985.5,9131.88
5 03 2020,8750.99,9159.42,8746.54,9054.68
4 03 2020,8760.07,8848.29,8660,8750.87
3 03 2020,8911.18,8919.65,8651,8760.07
2 03 2020,8530.3,8965.75,8498,8915.24
1 03 2020,8523.61,8750,8411,8531.88
29 02 2020,8690.8,8790,8523.55,8523.61
28 02 2020,8823.25,8900,8445,8692.91
27 02 2020,8786,8971.77,8531,8823.21
26 02 2020,9316.48,9377.44,8633.63,8785.25
25 02 2020,9655.52,9675,9250,9315.84
24 02 2020,9936.4,9990,9473.56,9656.13
23 02 2020,9650.85,9990,9645,9936.4
22 02 2020,9677.05,9709.17,9560.02,9650.86
21 02 2020,9597.21,9755.51,9550.21,9677.05
20 02 2020,9594.65,9699,9400,9596.42
19 02 2020,10164.78,10250,9350,9593.79
18 02 2020,9706,10250,9576.01,10164.71
17 02 2020,9910.7,9964.16,9452.67,9706
16 02 2020,9904.46,10050,9638.12,9917.27
15 02 2020,10344.36,10375,9801,9904.72
14 02 2020,10227.78,10381.56,10111.37,10344.36
13 02 2020,10325.33,10500,10080,10229.63
12 02 2020,10223.08,10450,10223.08,10326.46
11 02 2020,9851.74,10323.59,9700,10223.08
10 02 2020,10151.72,10188,9756,9851.83
9 02 2020,9895.04,10166,9880.75,10151.75
8 02 2020,9813.87,9940,9667.11,9895.05
7 02 2020,9772,9885,9730,9813.73
6 02 2020,9612.03,9862.57,9526.35,9772
